Content,cleaned_content,EventId,EventTemplate,source,label,label_name
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 60231 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 60637 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 60948 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 33150 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 33581 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 33946 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 34346 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 34695 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 35113 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 35404 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 35876 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 36235 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 36634 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 37047 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 37437 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 37760 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 38133 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 38485 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 38850 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 39278 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 39710 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 40139 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
Failed password for root from 183.62.140.253 port 40476 ssh2,failed password for root from ip_addr port port_num ssh,E9,Failed password for <*> from <*> port <*> ssh2,OpenSSH,1,Anomaly
Received disconnect from 183.62.140.253: 11: Bye Bye [preauth],received disconnect from ip_addr bye bye preauth,E24,Received disconnect from <*>: <*>: Bye Bye [preauth],OpenSSH,0,Normal
pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.62.140.253  user=root,pam_unix sshd auth authentication failure logname uid euid tty ssh ruser rhost ip_addr user root,E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,OpenSSH,1,Anomaly
